지점,일시,기온(°C),강수량(mm)
184,2019-10-04 09:00,24.2,
184,2019-10-04 10:00,25.7,
184,2019-10-04 11:00,25,
184,2019-10-04 12:00,25.8,
184,2019-10-04 13:00,25.2,
184,2019-10-04 14:00,24.5,
184,2019-10-04 15:00,24.4,
184,2019-10-04 16:00,24,
184,2019-10-04 17:00,24,
184,2019-10-04 18:00,23.4,
184,2019-10-04 19:00,23.2,
184,2019-10-04 20:00,22.8,
184,2019-10-04 21:00,22.5,
184,2019-10-04 22:00,21.7,
184,2019-10-04 23:00,21.6,
184,2019-10-05 00:00,21.3,
184,2019-10-05 01:00,21.4,
184,2019-10-05 02:00,21.4,
184,2019-10-05 03:00,21.4,
184,2019-10-05 04:00,22,
184,2019-10-05 05:00,21.7,
184,2019-10-05 06:00,21.5,
184,2019-10-05 07:00,21.5,
184,2019-10-05 08:00,21.8,
184,2019-10-05 09:00,22.1,
184,2019-10-05 10:00,22.5,
184,2019-10-05 11:00,22.3,
184,2019-10-05 12:00,22.1,
184,2019-10-05 13:00,23,
184,2019-10-05 14:00,22,
184,2019-10-05 15:00,21.1,
184,2019-10-05 16:00,21,
184,2019-10-05 17:00,20.4,
184,2019-10-05 18:00,20.4,
184,2019-10-05 19:00,20.2,
184,2019-10-05 20:00,19.9,
184,2019-10-05 21:00,19.6,
184,2019-10-05 22:00,19.2,
184,2019-10-05 23:00,19.1,
184,2019-10-06 00:00,18.4,
184,2019-10-06 01:00,18.6,
184,2019-10-06 02:00,17.6,
184,2019-10-06 03:00,17.1,
184,2019-10-06 04:00,17.4,
184,2019-10-06 05:00,18.2,
184,2019-10-06 06:00,18.5,
184,2019-10-06 07:00,19.1,
184,2019-10-06 08:00,19.5,0
184,2019-10-06 09:00,20.2,.8
184,2019-10-06 10:00,22.4,.2
184,2019-10-06 11:00,23.6,0
184,2019-10-06 12:00,23.6,
184,2019-10-06 13:00,24.3,0
184,2019-10-06 14:00,23.9,
184,2019-10-06 15:00,23.3,
184,2019-10-06 16:00,23.9,
184,2019-10-06 17:00,22.9,
184,2019-10-06 18:00,21.8,
184,2019-10-06 19:00,21.1,
184,2019-10-06 20:00,20.7,
184,2019-10-06 21:00,20.7,
184,2019-10-06 22:00,20.3,
184,2019-10-06 23:00,20.7,
184,2019-10-07 00:00,21,
184,2019-10-07 01:00,20.8,
184,2019-10-07 02:00,21.3,
184,2019-10-07 03:00,21.3,
184,2019-10-07 04:00,21.6,
184,2019-10-07 05:00,21.5,
184,2019-10-07 06:00,22,
184,2019-10-07 07:00,22.1,
184,2019-10-07 08:00,22.1,
184,2019-10-07 09:00,22.5,
184,2019-10-07 10:00,22.9,
184,2019-10-07 11:00,23.5,
184,2019-10-07 12:00,23.2,
184,2019-10-07 13:00,22.8,0
184,2019-10-07 14:00,23.3,
184,2019-10-07 15:00,23.4,
184,2019-10-07 16:00,21.8,0
184,2019-10-07 17:00,21.9,0
184,2019-10-07 18:00,21.1,
184,2019-10-07 19:00,20.9,
184,2019-10-07 20:00,20.6,
184,2019-10-07 21:00,20.5,
184,2019-10-07 22:00,20.4,
184,2019-10-07 23:00,20.4,
184,2019-10-08 00:00,20.3,
184,2019-10-08 01:00,20.4,
184,2019-10-08 02:00,20.4,
184,2019-10-08 03:00,20.2,
184,2019-10-08 04:00,19.7,
184,2019-10-08 05:00,19.6,
184,2019-10-08 06:00,19.6,
184,2019-10-08 07:00,19.7,
184,2019-10-08 08:00,19.8,
184,2019-10-08 09:00,20.5,
184,2019-10-08 10:00,20.6,
184,2019-10-08 11:00,22.6,
184,2019-10-08 12:00,22.3,
184,2019-10-08 13:00,23.5,
184,2019-10-08 14:00,22.6,
184,2019-10-08 15:00,23.1,
184,2019-10-08 16:00,22.6,
184,2019-10-08 17:00,22.1,
184,2019-10-08 18:00,21.2,
184,2019-10-08 19:00,20.5,
184,2019-10-08 20:00,20.1,
184,2019-10-08 21:00,19.5,
184,2019-10-08 22:00,18.5,
184,2019-10-08 23:00,17.9,
184,2019-10-09 00:00,17.5,
184,2019-10-09 01:00,16.4,
184,2019-10-09 02:00,15.7,
184,2019-10-09 03:00,15.7,
184,2019-10-09 04:00,15.5,
184,2019-10-09 05:00,15.3,
184,2019-10-09 06:00,14.9,
184,2019-10-09 07:00,14.3,
184,2019-10-09 08:00,16.1,
184,2019-10-09 09:00,19.2,
184,2019-10-09 10:00,19.5,
184,2019-10-09 11:00,20.7,
184,2019-10-09 12:00,20.3,
184,2019-10-09 13:00,20.2,
184,2019-10-09 14:00,21,
184,2019-10-09 15:00,20.3,
184,2019-10-09 16:00,20.1,
184,2019-10-09 17:00,19.5,
184,2019-10-09 18:00,18.8,
184,2019-10-09 19:00,18.3,
184,2019-10-09 20:00,16.9,
184,2019-10-09 21:00,16.2,
184,2019-10-09 22:00,15.6,
184,2019-10-09 23:00,15,
184,2019-10-10 00:00,15,
184,2019-10-10 01:00,14.8,
184,2019-10-10 02:00,14.8,
184,2019-10-10 03:00,14.2,
184,2019-10-10 04:00,14.7,
184,2019-10-10 05:00,14.3,
184,2019-10-10 06:00,14.1,
184,2019-10-10 07:00,14.2,
184,2019-10-10 08:00,16.1,
184,2019-10-10 09:00,20.8,
184,2019-10-10 10:00,21.9,
184,2019-10-10 11:00,22.1,
184,2019-10-10 12:00,22,
184,2019-10-10 13:00,22.4,
184,2019-10-10 14:00,22.3,
184,2019-10-10 15:00,22.5,
184,2019-10-10 16:00,22.2,
184,2019-10-10 17:00,21.6,
184,2019-10-10 18:00,21,
184,2019-10-10 19:00,20.6,
184,2019-10-10 20:00,19.6,
184,2019-10-10 21:00,19,
184,2019-10-10 22:00,18.5,
184,2019-10-10 23:00,18.3,
184,2019-10-11 00:00,18.1,
184,2019-10-11 01:00,18.2,
184,2019-10-11 02:00,17.8,
184,2019-10-11 03:00,17.8,
184,2019-10-11 04:00,17.5,
184,2019-10-11 05:00,17.7,
184,2019-10-11 06:00,17.3,
184,2019-10-11 07:00,17.5,
184,2019-10-11 08:00,19,
184,2019-10-11 09:00,22.7,
184,2019-10-11 10:00,22.6,
184,2019-10-11 11:00,23.4,
184,2019-10-11 12:00,23.1,
184,2019-10-11 13:00,23.7,
184,2019-10-11 14:00,23.1,
184,2019-10-11 15:00,23.2,
184,2019-10-11 16:00,23.4,
184,2019-10-11 17:00,23.1,
184,2019-10-11 18:00,22.5,
184,2019-10-11 19:00,22,
184,2019-10-11 20:00,21.7,
184,2019-10-11 21:00,21.2,
184,2019-10-11 22:00,20.8,
184,2019-10-11 23:00,20.6,
184,2019-10-12 00:00,20.4,
184,2019-10-12 01:00,20.2,
184,2019-10-12 02:00,20,
184,2019-10-12 03:00,19.5,
184,2019-10-12 04:00,19.6,
184,2019-10-12 05:00,18.9,
184,2019-10-12 06:00,19.1,
184,2019-10-12 07:00,19.1,
184,2019-10-12 08:00,20.3,
184,2019-10-12 09:00,22.6,
184,2019-10-12 10:00,23.6,
184,2019-10-12 11:00,23.2,
184,2019-10-12 12:00,23.2,
184,2019-10-12 13:00,23.7,
184,2019-10-12 14:00,23.7,
184,2019-10-12 15:00,24.5,
184,2019-10-12 16:00,24,
184,2019-10-12 17:00,23,
184,2019-10-12 18:00,22.1,
184,2019-10-12 19:00,21.5,
184,2019-10-12 20:00,20.7,
184,2019-10-12 21:00,20.3,
184,2019-10-12 22:00,19.9,
184,2019-10-12 23:00,19.5,
184,2019-10-13 00:00,19.8,
184,2019-10-13 01:00,19.4,
184,2019-10-13 02:00,19.2,
184,2019-10-13 03:00,18.8,
184,2019-10-13 04:00,18.8,
184,2019-10-13 05:00,17.7,
184,2019-10-13 06:00,17.6,
184,2019-10-13 07:00,17.1,
184,2019-10-13 08:00,18.3,
184,2019-10-13 09:00,20.4,
184,2019-10-13 10:00,21.1,
184,2019-10-13 11:00,21.7,
184,2019-10-13 12:00,21,
184,2019-10-13 13:00,20.8,
184,2019-10-13 14:00,21.4,
184,2019-10-13 15:00,21.5,
184,2019-10-13 16:00,21.5,
184,2019-10-13 17:00,21.5,
184,2019-10-13 18:00,20.6,
184,2019-10-13 19:00,19.8,
184,2019-10-13 20:00,19.5,
184,2019-10-13 21:00,19.1,
184,2019-10-13 22:00,19,
184,2019-10-13 23:00,19,
184,2019-10-14 00:00,18.8,
184,2019-10-14 01:00,18.8,
184,2019-10-14 02:00,19,
184,2019-10-14 03:00,18.8,
184,2019-10-14 04:00,18.9,
184,2019-10-14 05:00,18.6,
184,2019-10-14 06:00,18.5,
184,2019-10-14 07:00,18.5,
184,2019-10-14 08:00,19.2,
184,2019-10-14 09:00,21,
184,2019-10-14 10:00,21.1,
184,2019-10-14 11:00,20.4,
184,2019-10-14 12:00,21.4,
184,2019-10-14 13:00,21.3,
184,2019-10-14 14:00,21.8,
184,2019-10-14 15:00,21.4,
184,2019-10-14 16:00,20.2,
184,2019-10-14 17:00,19.7,
184,2019-10-14 18:00,18.6,
184,2019-10-14 19:00,18.2,
184,2019-10-14 20:00,18,
184,2019-10-14 21:00,17.6,
184,2019-10-14 22:00,17,
184,2019-10-14 23:00,16.8,
184,2019-10-15 00:00,16.7,
184,2019-10-15 01:00,16.5,
184,2019-10-15 02:00,16.2,
184,2019-10-15 03:00,16.3,
184,2019-10-15 04:00,16.1,
184,2019-10-15 05:00,16.4,
184,2019-10-15 06:00,16.2,
184,2019-10-15 07:00,15.3,
184,2019-10-15 08:00,16.4,
184,2019-10-15 09:00,17.4,
184,2019-10-15 10:00,18.1,
184,2019-10-15 11:00,18,
184,2019-10-15 12:00,18,
184,2019-10-15 13:00,17.9,.6
184,2019-10-15 14:00,17,.2
184,2019-10-15 15:00,17.8,.9
184,2019-10-15 16:00,18.9,.1
184,2019-10-15 17:00,18.5,.1
184,2019-10-15 18:00,18.6,0
184,2019-10-15 19:00,18,.6
184,2019-10-15 20:00,17.9,.2
184,2019-10-15 21:00,17.7,.5
184,2019-10-15 22:00,17.9,0
184,2019-10-15 23:00,17.7,
184,2019-10-16 00:00,17.4,
184,2019-10-16 01:00,16.7,
184,2019-10-16 02:00,16.7,
184,2019-10-16 03:00,16.5,
184,2019-10-16 04:00,16.3,
184,2019-10-16 05:00,16.3,
184,2019-10-16 06:00,16.4,
184,2019-10-16 07:00,15.9,
184,2019-10-16 08:00,16.8,
184,2019-10-16 09:00,19,
184,2019-10-16 10:00,19.5,
184,2019-10-16 11:00,20.3,
185,2019-09-01 00:00,23.4,
185,2019-09-01 01:00,23.4,
185,2019-09-01 02:00,23.2,
185,2019-09-01 03:00,22.4,
185,2019-09-01 04:00,22.3,
185,2019-09-01 05:00,22.2,
185,2019-09-01 06:00,23.3,
185,2019-09-01 07:00,23.1,
185,2019-09-01 08:00,23.6,
185,2019-09-01 09:00,23.8,0
185,2019-09-01 10:00,25.1,
185,2019-09-01 11:00,24.6,0
185,2019-09-01 12:00,23.8,0
185,2019-09-01 13:00,23.5,.2
185,2019-09-01 14:00,23.9,.2
185,2019-09-01 15:00,23.6,.1
185,2019-09-01 16:00,23.2,0
185,2019-09-01 17:00,22.9,.1
185,2019-09-01 18:00,21.3,1.9
185,2019-09-01 19:00,19.7,.7
185,2019-09-01 20:00,20.5,1.4
185,2019-09-01 21:00,21,.4
185,2019-09-01 22:00,21.1,2.7
185,2019-09-01 23:00,21.5,1.1
185,2019-09-02 00:00,21.7,1.8
185,2019-09-02 01:00,21.3,1.6
185,2019-09-02 02:00,22,.6
185,2019-09-02 03:00,23.2,
185,2019-09-02 04:00,22.5,
185,2019-09-02 05:00,23.2,.4
185,2019-09-02 06:00,22.5,9.4
185,2019-09-02 07:00,23.2,2.8
185,2019-09-02 08:00,21.9,30.8
185,2019-09-02 09:00,22.7,5.4
185,2019-09-02 10:00,25.3,
185,2019-09-02 11:00,26.6,
185,2019-09-02 12:00,26.6,
185,2019-09-02 13:00,25.9,
185,2019-09-02 14:00,27.4,
185,2019-09-02 15:00,26.9,
185,2019-09-02 16:00,26.8,
185,2019-09-02 17:00,26.7,
185,2019-09-02 18:00,26.3,
185,2019-09-02 19:00,25.9,
185,2019-09-02 20:00,25.6,
185,2019-09-02 21:00,25.4,
185,2019-09-02 22:00,25.4,
185,2019-09-02 23:00,25.3,.7
185,2019-09-03 00:00,25.1,
185,2019-09-03 01:00,24.7,2.2
185,2019-09-03 02:00,24.7,
185,2019-09-03 03:00,24.7,
185,2019-09-03 04:00,22.7,3.2
185,2019-09-03 05:00,22.4,12.8
185,2019-09-03 06:00,22.7,.8
185,2019-09-03 07:00,23.4,2.6
185,2019-09-03 08:00,23.1,4.9
185,2019-09-03 09:00,24.2,
185,2019-09-03 10:00,23.7,.2
185,2019-09-03 11:00,24.2,1
185,2019-09-03 12:00,26.5,
185,2019-09-03 13:00,26.3,
185,2019-09-03 14:00,27.4,
185,2019-09-03 15:00,26.3,.1
185,2019-09-03 16:00,25,4.6
185,2019-09-03 17:00,24.9,6.9
185,2019-09-03 18:00,24.4,
185,2019-09-03 19:00,24.3,
185,2019-09-03 20:00,24.4,
185,2019-09-03 21:00,24.8,
185,2019-09-03 22:00,25,
185,2019-09-03 23:00,25,
185,2019-09-04 00:00,25,
185,2019-09-04 01:00,24.7,1.7
185,2019-09-04 02:00,25,
185,2019-09-04 03:00,24.9,
185,2019-09-04 04:00,24.9,
185,2019-09-04 05:00,24.9,
185,2019-09-04 06:00,24.7,.5
185,2019-09-04 07:00,24.2,3.2
185,2019-09-04 08:00,22.6,32.6
185,2019-09-04 09:00,22.4,27.7
185,2019-09-04 10:00,23.8,.2
185,2019-09-04 11:00,23.5,
185,2019-09-04 12:00,23.6,1.2
185,2019-09-04 13:00,23.6,.4
185,2019-09-04 14:00,22.9,.4
185,2019-09-04 15:00,23.6,0
185,2019-09-04 16:00,25.3,
185,2019-09-04 17:00,25.7,
185,2019-09-04 18:00,25.3,
185,2019-09-04 19:00,24.4,
185,2019-09-04 20:00,24.2,
185,2019-09-04 21:00,24.2,
185,2019-09-04 22:00,24.5,
185,2019-09-04 23:00,25.4,
185,2019-09-05 00:00,25.2,
185,2019-09-05 01:00,25.2,
185,2019-09-05 02:00,24.9,
185,2019-09-05 03:00,25.1,
185,2019-09-05 04:00,25.3,
185,2019-09-05 05:00,25.1,
185,2019-09-05 06:00,25.4,
185,2019-09-05 07:00,25.2,
185,2019-09-05 08:00,25.9,
185,2019-09-05 09:00,25.4,
185,2019-09-05 10:00,26.9,
185,2019-09-05 11:00,27.4,0
185,2019-09-05 12:00,27.7,
185,2019-09-05 13:00,28.5,
185,2019-09-05 14:00,28.3,
185,2019-09-05 15:00,28.9,
185,2019-09-05 16:00,29,
185,2019-09-05 17:00,27.6,
185,2019-09-05 18:00,27.1,
185,2019-09-05 19:00,26.5,
185,2019-09-05 20:00,25.6,
185,2019-09-05 21:00,25.8,
185,2019-09-05 22:00,25.6,
185,2019-09-05 23:00,25.6,
185,2019-09-06 00:00,25.2,
185,2019-09-06 01:00,25.3,
185,2019-09-06 02:00,26.1,
185,2019-09-06 03:00,26.2,
185,2019-09-06 04:00,26.4,
185,2019-09-06 05:00,26.5,
185,2019-09-06 06:00,26.5,
185,2019-09-06 07:00,26.9,
185,2019-09-06 08:00,27.2,
185,2019-09-06 09:00,27.5,
185,2019-09-06 10:00,27.3,
185,2019-09-06 11:00,27,
185,2019-09-06 12:00,25.9,1.6
185,2019-09-06 13:00,26.1,.4
185,2019-09-06 14:00,26.1,.6
185,2019-09-06 15:00,26,.9
185,2019-09-06 16:00,25.8,.3
185,2019-09-06 17:00,25,2.7
185,2019-09-06 18:00,24.9,8.1
185,2019-09-06 19:00,25.2,1.5
185,2019-09-06 20:00,26.1,.6
185,2019-09-06 21:00,25.3,4.9
185,2019-09-06 22:00,25.9,6.7
185,2019-09-06 23:00,26.4,2
185,2019-09-07 00:00,25.8,5.8
185,2019-09-07 01:00,26.1,2.1
185,2019-09-07 02:00,26.1,2
185,2019-09-07 03:00,26.2,.2
185,2019-09-07 04:00,26.1,0
185,2019-09-07 05:00,25.8,0
185,2019-09-07 06:00,25.2,0
185,2019-09-07 07:00,24.8,0
185,2019-09-07 08:00,25.1,0
185,2019-09-07 09:00,25.2,0
185,2019-09-07 10:00,25.2,0
185,2019-09-07 11:00,25.3,0
185,2019-09-07 12:00,25.2,0
185,2019-09-07 13:00,25.4,0
185,2019-09-07 14:00,25.7,
185,2019-09-07 15:00,26.2,
185,2019-09-07 16:00,25.3,
185,2019-09-07 17:00,25.2,
185,2019-09-07 18:00,25,0
185,2019-09-07 19:00,24.7,0
185,2019-09-07 20:00,24.8,0
185,2019-09-07 21:00,24.7,
185,2019-09-07 22:00,24.7,
185,2019-09-07 23:00,24.6,
185,2019-09-08 00:00,24.5,
185,2019-09-08 01:00,24.4,
185,2019-09-08 02:00,24,
185,2019-09-08 03:00,23.5,
185,2019-09-08 04:00,23.5,
185,2019-09-08 05:00,23.2,
185,2019-09-08 06:00,23.2,
185,2019-09-08 07:00,24,
185,2019-09-08 08:00,24.1,0
185,2019-09-08 09:00,25.3,0
185,2019-09-08 10:00,24.6,.5
185,2019-09-08 11:00,25.1,.3
185,2019-09-08 12:00,26.2,.1
185,2019-09-08 13:00,26.6,0
185,2019-09-08 14:00,26.4,
185,2019-09-08 15:00,24.1,2.9
185,2019-09-08 16:00,23.5,5.6
185,2019-09-08 17:00,23.6,.9
185,2019-09-08 18:00,23.4,.4
185,2019-09-08 19:00,23.3,
185,2019-09-08 20:00,23.2,
185,2019-09-08 21:00,23.3,.3
185,2019-09-08 22:00,23.5,1.7
185,2019-09-08 23:00,23.5,2.9
185,2019-09-09 00:00,23.4,.7
185,2019-09-09 01:00,23.6,5.2
185,2019-09-09 02:00,23.7,4.2
185,2019-09-09 03:00,25.3,2.9
185,2019-09-09 04:00,24.7,12.9
185,2019-09-09 05:00,25.2,7.5
185,2019-09-09 06:00,24.7,2
185,2019-09-09 07:00,25.2,8.2
185,2019-09-09 08:00,25.3,16.1
185,2019-09-09 09:00,27,2
185,2019-09-09 10:00,28.3,.1
185,2019-09-09 11:00,29.5,.1
185,2019-09-09 12:00,28,0
185,2019-09-09 13:00,25.8,.9
185,2019-09-09 14:00,25.8,.8
185,2019-09-09 15:00,26.5,
185,2019-09-09 16:00,26,
185,2019-09-09 17:00,26,
185,2019-09-09 18:00,25.7,
185,2019-09-09 19:00,25.5,
185,2019-09-09 20:00,25.6,
185,2019-09-09 21:00,25.4,
185,2019-09-09 22:00,25.2,
185,2019-09-09 23:00,25.2,
185,2019-09-10 00:00,25.1,
185,2019-09-10 01:00,24.9,
185,2019-09-10 02:00,24.7,
185,2019-09-10 03:00,24.9,
185,2019-09-10 04:00,24.9,
185,2019-09-10 05:00,25,
185,2019-09-10 06:00,25,
185,2019-09-10 07:00,25.2,
185,2019-09-10 08:00,25.9,
185,2019-09-10 09:00,26.6,
185,2019-09-10 10:00,27,
185,2019-09-10 11:00,27.4,
185,2019-09-10 12:00,27.8,
185,2019-09-10 13:00,28.3,
185,2019-09-10 14:00,28.1,
185,2019-09-10 15:00,27.6,
185,2019-09-10 16:00,27.1,
185,2019-09-10 17:00,27.2,0
185,2019-09-10 18:00,26.6,0
185,2019-09-10 19:00,26.2,
185,2019-09-10 20:00,26,
185,2019-09-10 21:00,25.8,
185,2019-09-10 22:00,25.5,
185,2019-09-10 23:00,25.6,
185,2019-09-11 00:00,25.5,
185,2019-09-11 01:00,26.1,
185,2019-09-11 02:00,26.2,
185,2019-09-11 03:00,26.1,
185,2019-09-11 04:00,26.1,
185,2019-09-11 05:00,26.2,
185,2019-09-11 06:00,26,1.2
185,2019-09-11 07:00,24.2,0
185,2019-09-11 08:00,25.4,
185,2019-09-11 09:00,25.9,
185,2019-09-11 10:00,27.1,
185,2019-09-11 11:00,27.1,
185,2019-09-11 12:00,27.6,
185,2019-09-11 13:00,27.1,
185,2019-09-11 14:00,27.8,
185,2019-09-11 15:00,27.2,
185,2019-09-11 16:00,26.4,
185,2019-09-11 17:00,25.2,
185,2019-09-11 18:00,24.7,
185,2019-09-11 19:00,24.1,
185,2019-09-11 20:00,23.9,
185,2019-09-11 21:00,23.6,
185,2019-09-11 22:00,23.1,
185,2019-09-11 23:00,23.1,
185,2019-09-12 00:00,23.1,
185,2019-09-12 01:00,23.3,
185,2019-09-12 02:00,23.7,
185,2019-09-12 03:00,23.9,
185,2019-09-12 04:00,24.2,
185,2019-09-12 05:00,24,
185,2019-09-12 06:00,23.9,
185,2019-09-12 07:00,24,
185,2019-09-12 08:00,25.1,
185,2019-09-12 09:00,26.5,
185,2019-09-12 10:00,27.2,
185,2019-09-12 11:00,26.2,
185,2019-09-12 12:00,29.1,
185,2019-09-12 13:00,27.8,
185,2019-09-12 14:00,27.8,
185,2019-09-12 15:00,27.4,
185,2019-09-12 16:00,28,
185,2019-09-12 17:00,28.1,
185,2019-09-12 18:00,25.2,
185,2019-09-12 19:00,24.2,
185,2019-09-12 20:00,23.6,
185,2019-09-12 21:00,23.2,
185,2019-09-12 22:00,22.9,
185,2019-09-12 23:00,22.9,
185,2019-09-13 00:00,22.4,
185,2019-09-13 01:00,22.1,
185,2019-09-13 02:00,22.8,
185,2019-09-13 03:00,21.5,
185,2019-09-13 04:00,21.4,
185,2019-09-13 05:00,20.8,
185,2019-09-13 06:00,21.4,
185,2019-09-13 07:00,22.3,
185,2019-09-13 08:00,23.9,
185,2019-09-13 09:00,24.9,
185,2019-09-13 10:00,24.8,
185,2019-09-13 11:00,25.2,
185,2019-09-13 12:00,25.8,
185,2019-09-13 13:00,26.4,
185,2019-09-13 14:00,27,
185,2019-09-13 15:00,28.6,
185,2019-09-13 16:00,27,
185,2019-09-13 17:00,27.1,
185,2019-09-13 18:00,25.1,
185,2019-09-13 19:00,23.9,
185,2019-09-13 20:00,23,
185,2019-09-13 21:00,22.1,
185,2019-09-13 22:00,23.2,
185,2019-09-13 23:00,21.1,
185,2019-09-14 00:00,23.1,
185,2019-09-14 01:00,22.6,
185,2019-09-14 02:00,21.1,
185,2019-09-14 03:00,21.1,
185,2019-09-14 04:00,22.6,
185,2019-09-14 05:00,22.3,
185,2019-09-14 06:00,20.3,
185,2019-09-14 07:00,22.3,
185,2019-09-14 08:00,23.6,
185,2019-09-14 09:00,25,
185,2019-09-14 10:00,25.9,
185,2019-09-14 11:00,24.3,
185,2019-09-14 12:00,24.4,
185,2019-09-14 13:00,24.5,
185,2019-09-14 14:00,24.9,
185,2019-09-14 15:00,25.2,
185,2019-09-14 16:00,24.7,
185,2019-09-14 17:00,24.5,
185,2019-09-14 18:00,24.1,
185,2019-09-14 19:00,23.7,
185,2019-09-14 20:00,23.8,
185,2019-09-14 21:00,23.8,
185,2019-09-14 22:00,23.8,
185,2019-09-14 23:00,23.4,
185,2019-09-15 00:00,23.1,
185,2019-09-15 01:00,22.8,
185,2019-09-15 02:00,22.9,
185,2019-09-15 03:00,23.3,
185,2019-09-15 04:00,23,
185,2019-09-15 05:00,23.1,
185,2019-09-15 06:00,22.7,
185,2019-09-15 07:00,22.9,
185,2019-09-15 08:00,23.5,
185,2019-09-15 09:00,24.5,
185,2019-09-15 10:00,25.2,
185,2019-09-15 11:00,24.6,
185,2019-09-15 12:00,24.6,
185,2019-09-15 13:00,25.1,
185,2019-09-15 14:00,25.1,
185,2019-09-15 15:00,24.8,
185,2019-09-15 16:00,24.8,
185,2019-09-15 17:00,24.4,
185,2019-09-15 18:00,23.8,
185,2019-09-15 19:00,23.5,
185,2019-09-15 20:00,23.4,
185,2019-09-15 21:00,23.4,
185,2019-09-15 22:00,23.4,
185,2019-09-15 23:00,23.5,
185,2019-09-16 00:00,23.4,
185,2019-09-16 01:00,23.1,
185,2019-09-16 02:00,23.1,
185,2019-09-16 03:00,21.9,
185,2019-09-16 04:00,22.7,
185,2019-09-16 05:00,22.4,
185,2019-09-16 06:00,22,
185,2019-09-16 07:00,22.9,
185,2019-09-16 08:00,24.2,
185,2019-09-16 09:00,25.2,
185,2019-09-16 10:00,24.5,
185,2019-09-16 11:00,24,
185,2019-09-16 12:00,24.1,
185,2019-09-16 13:00,24.3,
185,2019-09-16 14:00,24.5,
185,2019-09-16 15:00,24.5,
185,2019-09-16 16:00,24.7,
185,2019-09-16 17:00,24,
185,2019-09-16 18:00,23.4,
185,2019-09-16 19:00,23,
185,2019-09-16 20:00,22.9,
185,2019-09-16 21:00,22.9,
185,2019-09-16 22:00,22.9,
185,2019-09-16 23:00,22.7,
185,2019-09-17 00:00,22.3,
185,2019-09-17 01:00,23.1,
185,2019-09-17 02:00,22.7,
185,2019-09-17 03:00,23,
185,2019-09-17 04:00,22.7,
185,2019-09-17 05:00,22.7,
185,2019-09-17 06:00,22.4,
185,2019-09-17 07:00,22,
185,2019-09-17 08:00,23.2,
185,2019-09-17 09:00,24.1,
185,2019-09-17 10:00,25.6,
185,2019-09-17 11:00,25.9,
185,2019-09-17 12:00,26.7,
185,2019-09-17 13:00,25.4,
185,2019-09-17 14:00,24.8,
185,2019-09-17 15:00,25.4,
185,2019-09-17 16:00,26.7,
185,2019-09-17 17:00,26,
185,2019-09-17 18:00,24.1,
185,2019-09-17 19:00,23.5,
185,2019-09-17 20:00,22.4,
185,2019-09-17 21:00,22.6,
185,2019-09-17 22:00,22.3,
185,2019-09-17 23:00,22.3,
185,2019-09-18 00:00,21.9,
185,2019-09-18 01:00,21.8,
185,2019-09-18 02:00,21.8,
185,2019-09-18 03:00,21.7,
185,2019-09-18 04:00,21.3,
185,2019-09-18 05:00,19.9,
185,2019-09-18 06:00,21.4,
185,2019-09-18 07:00,21.7,
185,2019-09-18 08:00,22.4,
185,2019-09-18 09:00,23.2,
185,2019-09-18 10:00,23.4,
185,2019-09-18 11:00,24,
185,2019-09-18 12:00,23.9,
185,2019-09-18 13:00,24.3,
185,2019-09-18 14:00,24.3,
185,2019-09-18 15:00,23.9,
185,2019-09-18 16:00,23.9,
185,2019-09-18 17:00,23.1,
185,2019-09-18 18:00,22.5,
185,2019-09-18 19:00,21.8,
185,2019-09-18 20:00,21.6,
185,2019-09-18 21:00,21.3,
185,2019-09-18 22:00,20.4,
185,2019-09-18 23:00,20.1,
185,2019-09-19 00:00,19.6,
185,2019-09-19 01:00,19.4,
185,2019-09-19 02:00,19.5,
185,2019-09-19 03:00,20,
185,2019-09-19 04:00,19.7,
185,2019-09-19 05:00,18.3,
185,2019-09-19 06:00,20.1,
185,2019-09-19 07:00,21.1,
185,2019-09-19 08:00,21.9,
185,2019-09-19 09:00,23.5,
185,2019-09-19 10:00,23.8,
185,2019-09-19 11:00,25.9,
185,2019-09-19 12:00,25.3,
185,2019-09-19 13:00,25.9,
185,2019-09-19 14:00,25.8,
185,2019-09-19 15:00,26.2,
185,2019-09-19 16:00,25.4,
185,2019-09-19 17:00,24.7,
185,2019-09-19 18:00,23.3,
185,2019-09-19 19:00,21.9,
185,2019-09-19 20:00,21.5,
185,2019-09-19 21:00,21.5,
185,2019-09-19 22:00,21.6,
185,2019-09-19 23:00,21.1,
185,2019-09-20 00:00,20.8,
185,2019-09-20 01:00,21,
185,2019-09-20 02:00,20.8,
185,2019-09-20 03:00,20.6,
185,2019-09-20 04:00,20.5,
185,2019-09-20 05:00,20.4,
185,2019-09-20 06:00,20.3,
185,2019-09-20 07:00,20.7,
185,2019-09-20 08:00,22.6,
185,2019-09-20 09:00,22.1,
185,2019-09-20 10:00,22.8,
185,2019-09-20 11:00,24.8,
185,2019-09-20 12:00,25.8,
185,2019-09-20 13:00,25.6,
185,2019-09-20 14:00,25,
185,2019-09-20 15:00,25.5,
185,2019-09-20 16:00,24.9,
185,2019-09-20 17:00,24.6,
185,2019-09-20 18:00,23.6,
185,2019-09-20 19:00,23.4,
185,2019-09-20 20:00,22.2,.3
185,2019-09-20 21:00,22,0
185,2019-09-20 22:00,22.5,
